hyrdraulic residence times	pH probe (pH)
1.354217463	3.499828339
1.355394333	3.536455154
1.356571121	3.500167131
1.357750259	3.457647324
1.358927108	3.599423885
1.360105432	3.554651499
1.361282291	3.474672079
1.362459079	3.543502569
1.363638217	3.472630262
1.364815036	3.493717194
1.364817386	3.49324441
1.367168866	3.50588131
1.368348004	3.456186295
1.369524873	3.521491528
1.370701671	3.549206734
1.371882061	3.489362955
1.373058188	3.515347481
1.374234975	3.477282047
1.375411763	3.50196743
1.376590932	3.47811842
1.376593292	3.478234291
1.378945403	3.447928906
1.380122191	3.476043224
1.381301329	3.455570459
1.382480467	3.508438587
1.383658252	3.434963465
1.384834644	3.451203108
1.386011431	3.423676729
1.387188219	3.453770161
1.388367398	3.417292595
1.389544593	3.428430319
1.390722561	3.477357388
1.391899349	3.431823731
1.393077307	3.50639534
1.394254349	3.408795118
1.395432572	3.450119495
1.39660936	3.423317432
1.397786575	3.418049812
1.398963363	3.387708902
1.400142501	3.476955175
1.400144861	3.477098227
1.402497481	3.427062988
1.40367434	3.40784502
1.404853498	3.404005289
1.406030276	3.393803358
1.407207166	3.431479454
1.408383954	3.421621323
1.409563092	3.437024832
1.41073988	3.486606836
1.411916698	3.463825226
1.413097698	3.376951695
1.414272248	3.521216631
1.415451386	3.398375034
1.416630524	3.38783145
1.417804992	3.393339396
1.418982258	3.389082432
1.420160735	3.40424633
1.421337523	3.450902462
1.422516661	3.40067482
1.423693459	3.39206028
1.424871021	3.360268593
1.426047809	3.374218464
1.427227394	3.386918306
1.428404182	3.342292547
1.42958098	3.358917236
1.430761289	3.333519459
1.431935726	3.368442059
1.433114864	3.336730957
1.434292822	3.348535061
1.435469631	3.347485066
1.435471981	3.348101616
1.437823949	3.464233875
1.439003087	3.336816311
1.440180689	3.316018581
1.441357477	3.300929546
1.442535811	3.308338404
1.443712599	3.300229549
1.444889387	3.300793409
1.446068525	3.303190231
1.447245496	3.30167675
1.448423332	3.30111742
1.449600151	3.291620731
1.450777488	3.303836107
1.451956626	3.301715374
1.453133445	3.294255257
1.454311169	3.297324657
1.455487956	3.293991804
1.456664744	3.3030231
1.457843872	3.300494194
1.459020711	3.313048363
1.460199951	3.310070992
1.461376729	3.313798428
1.462553517	3.31799674
1.463730305	3.306555748
1.464909453	3.301156998
1.466087299	3.309459686
1.467264087	3.304678202
1.468440875	3.298391342
1.46961928	3.296437264
1.470796119	3.294574022
1.47079849	3.294037104
1.473151974	3.301661015
1.474328782	3.57521224
1.475507157	3.30351305
1.476684027	3.44323349
1.477862117	3.417129517
1.479038905	3.428537846
1.480218552	3.480390072
1.48139534	3.451156378
1.482572239	3.45302248
1.48257459	3.452686548
1.484927616	3.525452375
1.486104923	3.562285423
1.487284041	3.597521305
1.488460829	3.708918095
1.488463179	3.710116863
1.490815574	3.784131527
1.491992586	3.461024523
1.493171724	3.478145599
1.494349041	3.631662607
1.4955259	3.787492037
1.496702688	3.49832058
1.497881827	3.502458096
1.499058614	3.479088068
1.50023818	3.478228569
1.500240642	3.478692532
1.502590565	3.275080204
1.503769704	3.270805359
1.504946491	3.269386768
1.50612333	3.27176857
1.507301258	3.274579763
1.508480396	3.283343554
1.509657245	3.286642075
1.510834175	3.294301748
1.512013435	3.289547205
1.513188697	3.293633699
1.514367835	3.28611517
1.515544623	3.280367851
1.516721411	3.280802727
1.51790058	3.285726309
1.519078375	3.283731937
1.520255163	3.288231611
1.521432439	3.279936791
1.522610397	3.397729635
1.523788375	3.584148884
1.524966527	3.6469872
1.526143315	3.572680235
1.527320102	3.735845566
1.52849923	3.659350395
1.529676079	3.745378733
1.530854444	3.31485486
1.532031232	3.302759647
1.53320801	3.318041563
1.534387148	3.310446978
1.535563967	3.316121817
1.535566317	3.316231966
1.537919699	3.286284447
1.539096487	3.283934832
1.540274445	3.283182144
1.541451833	3.284963369
1.542631155	3.277677059
1.543806345	3.27038002
1.544983133	3.266534805
1.546162312	3.271114826
1.5473391	3.282304525
1.548517821	3.284084797
1.549693439	3.283058643
1.550872567	3.362545729
1.552049355	3.388276815
1.553226173	3.315359354
1.553228523	3.315172434
1.555581804	3.300880432
1.556760942	3.289661646
1.55793773	3.279779673
1.559114976	3.285580635
1.559117326	3.285215139
1.561614736	3.418181181
1.562650111	3.283614159
1.563824549	3.28548193
1.565003697	3.287809372
1.566181635	3.283536911
1.567358423	3.2886796
1.568535211	3.287170172
1.569712426	3.294836283
1.570891971	3.29118371
1.572070875	3.2918818
1.573245313	3.284300327
1.574424451	3.272891522
1.575602409	3.278128624
1.576778057	3.280644655
1.57745654	3.279633761
